relative_path,directory,filename,extension,size_bytes,modified_at,file_hash,preliminary_category,priority,duplicate_status,document_group,notes
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/PNAD_2_TRI_2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,PNAD_2_TRI_2023.xlsx,xlsx,73800,2026-09-22T11:18:55Z,ab6fa1cebbf3f56ead51955fabe86c28,mercado de trabalho,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Setor publico_Conjuntura.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Setor publico_Conjuntura.xlsx,xlsx,32972,2026-09-22T11:18:55Z,54dc65928ab9a7742f0ef9d0910f1279,política fiscal,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/TOTAIS_ACUM.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,TOTAIS_ACUM.xlsx,xlsx,10404,2026-09-22T11:18:55Z,54999684e2a76347c7d185a5ee8a567b,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/cn_reaj_2023.08.docx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,cn_reaj_2023.08.docx,docx,32048,2026-09-22T11:18:55Z,d5a8de99fc56cc8307b47af8a5064c34,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/cn_tabelas 69.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,cn_tabelas 69.xlsx,xlsx,32525,2026-09-22T11:18:55Z,0aab06b8c4080d20c75ecf6cc41141db,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/PIB_2023.03.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,PIB_2023.03.xlsx,xlsx,105682,2026-09-22T11:18:54Z,0ea6777b078a8b8f6a2e7961e524a058,atividade econômica,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/PNAD_1_TRI_2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,PNAD_1_TRI_2023.xlsx,xlsx,61564,2026-09-22T11:18:54Z,3eef029e895702d134848852fe8ef711,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/PNAD_4_TRI.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,PNAD_4_TRI.xlsx,xlsx,64160,2026-09-22T11:18:54Z,6f6f80bcb504bfbd63aa1fe3fb4f4ac0,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Preços - Inflação - 2023.07.11.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Preços - Inflação - 2023.07.11.xlsx,xlsx,258331,2026-09-22T11:18:54Z,8df319b39699e33ab9a12f11957d029a,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Preços - Inflação - 2023.12.12.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Preços - Inflação - 2023.12.12.xlsx,xlsx,167297,2026-09-22T11:18:54Z,815bad11c2dc48fb9830bd195dedad47,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Preços combustíveis histórico.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Preços combustíveis histórico.xlsx,xlsx,272199,2026-09-22T11:18:54Z,d9c213eb6bf5ad27739aee83a6ec9397,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Programação_dados.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Programação_dados.xlsx,xlsx,11244,2026-09-22T11:18:54Z,5ae6602066eafd55e0d65958706a48eb,bases e planilhas,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Setor publico_Conjuntura.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Setor publico_Conjuntura.xlsx,xlsx,33099,2026-09-22T11:18:54Z,11f4a9de3ec621f34dd087e7dd4d1ccf,política fiscal,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/Balança Comercial_agosto_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,Balança Comercial_agosto_2024.xlsx,xlsx,18760,2026-09-22T11:18:55Z,02ceb7f636c46bc0153c18c98587aa62,setor externo,P3,BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/Macroeconomia_2024.02_v3.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,Macroeconomia_2024.02_v3.xlsx,xlsx,190925,2026-09-22T11:18:55Z,b503c220d7921847234e9abbe1be1851,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/Monetário.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,Monetário.xlsx,xlsx,349041,2026-09-22T11:18:55Z,3b452da673156abb69a74e218f460749,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/Novo Caged_2024.06.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,Novo Caged_2024.06.xlsx,xlsx,1431246,2026-09-22T11:18:55Z,1bafed1c3c7ec084d5d16971d2cbc83d,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/PNAD_2_TRI_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,PNAD_2_TRI_2024.xlsx,xlsx,83278,2026-09-22T11:18:55Z,db0a7edaebcdc4e87c70dfcd7ea14112,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09/Preços - Inflação - 2024.09.10.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.09,Preços - Inflação - 2024.09.10.xlsx,xlsx,167499,2026-09-22T11:18:55Z,072ec6c37b60ab33b99431da393297ea,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-2024-09,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/11-NOV-14-PNCBA-mapa-out2024-dado.jpg,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,11-NOV-14-PNCBA-mapa-out2024-dado.jpg,jpg,360881,2026-09-22T11:18:56Z,912e24417d0928547d2b5c33ebbf13d7,a classificar,P3,BACKUP_APARENTE,snapshot-2024-11,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Balan Comercial_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Balan Comercial_2024.xlsx,xlsx,12866,2026-09-22T11:18:56Z,894a4ebcf11969305197f1c0fdea922c,a classificar,P3,BACKUP_APARENTE,snapshot-2024-11,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Balança Comercial_novembro_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Balança Comercial_novembro_2024.xlsx,xlsx,19279,2026-09-22T11:18:55Z,b3413f5fbfaca7bac0e81b0add2c90c3,setor externo,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Boletim ICT-DIEESE - n14 - 2024_2 - Gráficos (1).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Boletim ICT-DIEESE - n14 - 2024_2 - Gráficos (1).xlsx,xlsx,36044,2026-09-22T11:18:56Z,ce6e10a0f044677a763815a3c6fa5a8f,documentos institucionais,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/122024 - Tabela Tamashiro.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,122024 - Tabela Tamashiro.xlsx,xlsx,297143,2026-09-22T11:18:56Z,49e17ba6be7827984b775e5c0f33c7b8,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/202410_Tabelas_de_estatisticas_monetarias_e_de_credito (1).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,202410_Tabelas_de_estatisticas_monetarias_e_de_credito (1).xlsx,xlsx,1045694,2026-09-22T11:18:56Z,8fadad49e49f8ee4bde005231d7ed5bc,crédito e juros,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/3-tabelas_setembro de 2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,3-tabelas_setembro de 2024.xlsx,xlsx,36403256,2026-09-22T11:18:56Z,186e6c6d0fd1c3b68c29b760b0effd59,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/CANAS 2024_10.xlsm,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,CANAS 2024_10.xlsm,xlsm,158884,2026-09-22T11:18:56Z,b9bbf36d6b86deb59d0d3a4b986743bd,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/DemonstrReservas_M.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,DemonstrReservas_M.xlsx,xlsx,107645,2026-09-22T11:18:56Z,2573b191e773923f52547d6fd5807f45,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/ICEI_novembro_2024.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,ICEI_novembro_2024.xls,xls,32768,2026-09-22T11:18:56Z,192f7c7c4cdd886f211a9b66397ed0f4,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/ICEI_transforma_nov_SEM_OUT_2024.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,ICEI_transforma_nov_SEM_OUT_2024.xls,xls,22528,2026-09-22T11:18:56Z,55a8bd510d579604ab88dec1225fab75,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/ICEI_transforma_out_24.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,ICEI_transforma_out_24.xls,xls,697856,2026-09-22T11:18:56Z,d1c5d89d2b808deada06841b7b8e8e8d,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/IGP-DI_FGV_complemento_Nov24.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,IGP-DI_FGV_complemento_Nov24.xls,xls,200192,2026-09-22T11:18:57Z,622b07473a88c152c40501354c1568a3,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/IGP-DI_FGV_complemento_Out24.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,IGP-DI_FGV_complemento_Out24.xls,xls,199168,2026-09-22T11:18:56Z,2e4209c828c070929f37aaa3c3222c5c,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/INDATEND 2024_10.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,INDATEND 2024_10.xlsx,xlsx,826059,2026-09-22T11:18:56Z,909cb8341e48607419e16d9e47d37b2f,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/NFSP_sem_desvalo.csv,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,NFSP_sem_desvalo.csv,csv,1241,2026-09-22T11:18:56Z,ff83a8ffdcdb51f214227aa5a2efefa8,política fiscal,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/PIB_3_tri_2024.pdf,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,PIB_3_tri_2024.pdf,pdf,1803815,2026-09-22T11:18:56Z,ebace40756943e1408ca4f9b5c72dc2f,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/UCI_transforma_set_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,UCI_transforma_set_2024.xlsx,xlsx,450691,2026-09-22T11:18:56Z,cb1d9b571c1d40c4082b57742912b9a5,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/comex_acumulado_out_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,comex_acumulado_out_2024.xlsx,xlsx,13058,2026-09-22T11:18:56Z,d7d63a323c82886d6706918a47a6959e,setor externo,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/consulta_pib_mercado_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,consulta_pib_mercado_2024.xlsx,xlsx,6969,2026-09-22T11:18:56Z,eed4234294480e4043f577a0091901ea,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/estatisticas_sec_comercio_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,estatisticas_sec_comercio_2024.xlsx,xlsx,10869,2026-09-22T11:18:56Z,b84a75cd21cc52b4ba4c20bdf5cb3f98,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/inpc_itens_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,inpc_itens_3t_2024.xlsx,xlsx,11067,2026-09-22T11:18:56Z,4b834edaeab60f2ec509505540c581ce,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/ipca_acum_12m_11_24.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,ipca_acum_12m_11_24.xlsx,xlsx,14673,2026-09-22T11:18:56Z,09204deb31a4aa38d52b661ea1ae1aff,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/macroeconomia_tab10.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,macroeconomia_tab10.xlsx,xlsx,7020,2026-09-22T11:18:56Z,153c5028de87f36d75a423d0164ac81a,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/noturno 2024 - trabalhos de curso.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,noturno 2024 - trabalhos de curso.xlsx,xlsx,15932,2026-09-22T11:18:56Z,9518970a60fa8e603161656d0b8cfb9d,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pimpf_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pimpf_2024.xlsx,xlsx,6685,2026-09-22T11:18:56Z,8c1bdd6dac1e55c490087f2f0d7c8181,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pimpf_ajustado_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pimpf_ajustado_2024.xlsx,xlsx,7219,2026-09-22T11:18:56Z,70807f6914ba384ed5cb4d59010a36a6,indústria,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pmc_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pmc_2024.xlsx,xlsx,6125,2026-09-22T11:18:56Z,b2f9d940d8163880891ca93ec0109c48,comércio,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pmc_ajustado_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pmc_ajustado_2024.xlsx,xlsx,6298,2026-09-22T11:18:56Z,956d922adf0b5ea5aa38d901461348f5,comércio,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pms_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pms_2024.xlsx,xlsx,6134,2026-09-22T11:18:56Z,f1ca56f016e578907340d825ce6bca78,serviços,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pms_ajustado_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pms_ajustado_2024.xlsx,xlsx,6301,2026-09-22T11:18:56Z,887faf0fd452f4db28efa4b801335c3b,serviços,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_4093_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_4093_3t_2024.xlsx,xlsx,7356,2026-09-22T11:18:56Z,3b4079abfe6db06c14fa549e241e581f,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_4093_regiao_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_4093_regiao_3t_2024.xlsx,xlsx,6172,2026-09-22T11:18:56Z,f7a827d8ec8bb2be220bf612b3ef4d53,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_4094_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_4094_3t_2024.xlsx,xlsx,6114,2026-09-22T11:18:56Z,8ef08cb917ab897d814342324f3198aa,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_4097_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_4097_3t_2024.xlsx,xlsx,10742,2026-09-22T11:18:56Z,29e93f46f5dede6c2e48630b256fb21b,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_5440_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_5440_3t_2024.xlsx,xlsx,6266,2026-09-22T11:18:56Z,7ec3e219140faa11a6fa8cf858096ef3,renda e salários,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_6402_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_6402_3t_2024.xlsx,xlsx,7624,2026-09-22T11:18:56Z,626f0bb63205bebf5a3f2f786dd375bd,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_6461_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_6461_3t_2024.xlsx,xlsx,6862,2026-09-22T11:18:56Z,37463ffed84349bfccec9f960de84fc5,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/pnad_6464_3t_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,pnad_6464_3t_2024.xlsx,xlsx,6025,2026-09-22T11:18:56Z,770140b8e3d302225b15fe97d282635c,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/reserva_inter_dol_11_24.csv,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,reserva_inter_dol_11_24.csv,csv,1589,2026-09-22T11:18:56Z,a59bf3727c8ea3316cc3afb604981c0c,crédito e juros,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/t1_macro_4_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,t1_macro_4_2024.xlsx,xlsx,5808,2026-09-22T11:18:56Z,fa8e322055022c7a743f8ca73a765312,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/t2_macro_4_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,t2_macro_4_2024.xlsx,xlsx,6983,2026-09-22T11:18:56Z,20a3feaf4d5498d5210dafe0da04a246,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/t3_macro_4_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,t3_macro_4_2024.xlsx,xlsx,5618,2026-09-22T11:18:56Z,79d7d73103b9ba81aced976675df52d8,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/t4_macro_4_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,t4_macro_4_2024.xlsx,xlsx,5567,2026-09-22T11:18:56Z,c8f51db9b8771f0df5817e04c92ba9ec,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/tabela7063.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,tabela7063.xlsx,xlsx,6660,2026-09-22T11:18:56Z,92a5a63b446b8dd357cbcceadf545146,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/taxa_invest.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,taxa_invest.xlsx,xlsx,5689,2026-09-22T11:18:56Z,67cd9265661c11727c4de4ed691dda7c,bases e planilhas,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados/tx_cambio_dolar_nov_2024.csv,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Dados,tx_cambio_dolar_nov_2024.csv,csv,268,2026-09-22T11:18:56Z,c9548f0333862c043657971a05ffa8d0,setor externo,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Macroeconomia_2024.11_v4.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Macroeconomia_2024.11_v4.xlsx,xlsx,197651,2026-09-22T11:18:55Z,a190420c70461e5691f71dbe286b27bb,atividade econômica,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Macroeconomia_2024.11_v4_B.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Macroeconomia_2024.11_v4_B.xlsx,xlsx,362665,2026-09-22T11:18:56Z,3542b78684196d432b3f2b20c2486139,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Macroeconomia_2024.11_v5.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Macroeconomia_2024.11_v5.xlsx,xlsx,196221,2026-09-22T11:18:56Z,30f28bdea6b65db3015a31999c6e3616,atividade econômica,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Monetário_2024_11.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Monetário_2024_11.xlsx,xlsx,311908,2026-09-22T11:18:55Z,e81b33188463fd16450306e52daf9a4e,crédito e juros,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Novo Caged_outubro.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Novo Caged_outubro.xlsx,xlsx,61853,2026-09-22T11:18:56Z,eb395bb6697b2ce452d74c3d326373e4,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/PNAD_3_TRI_2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,PNAD_3_TRI_2024.xlsx,xlsx,84196,2026-09-22T11:18:56Z,0b2087e6391d2ab8d219963bdc8cb5d8,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Preços_Inflação_11-24.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Preços_Inflação_11-24.xlsx,xlsx,185111,2026-09-22T11:18:56Z,10455f2f6f778f5267b26bc7a45dcb2e,inflação e custo de vida,P3,BACKUP_APARENTE,snapshot-2024-11,
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/SERIES_PEIC_ENVIO.xls,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,SERIES_PEIC_ENVIO.xls,xls,54784,2026-09-22T11:18:56Z,f8a67887dc4a85e8714dcb7bdfa046ae,a classificar,P3,BACKUP_APARENTE,snapshot-2024-11,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11/Setor público_29.11.2024.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados_2024.11,Setor público_29.11.2024.xlsx,xlsx,41815,2026-09-22T11:18:56Z,10b6d62e8bd42224bf2a3d80e75a0afb,política fiscal,P3,BACKUP_APARENTE,snapshot-2024-11,
